
MTB rifampicin All set Results

rifampicin
0    3069
1    1232
dtype: int64

matrix_size: (4301, 212)

,classifier,tr_precision_avg,tr_recall_avg,tr_f1_avg,te_precision_avg,te_recall_avg,te_f1_avg,Tf_CV_Avg,au_ROC_avg,au_PR_avg
0,LogR,0.9727852013828354,0.9602087223053597,0.9662256349240982,0.967736424325382,0.9534694202182482,0.9601002370760395,0.9686595809796508,0.9873531936193553,0.9795382126908078
1,gNB,0.8791221937347354,0.6345399139177689,0.6474649201978397,0.8513412169611003,0.6133696926633375,0.6181017075094981,0.7791196578536489,0.9670451867041842,0.9336104944604972
2,SVM,0.977714041146883,0.976033272199127,0.9768647853675917,0.9720641078068722,0.9646726685435515,0.968172493598357,0.9736814190047879,0.9937206597821185,0.9785003222080504
3,DT,0.9975923036897522,0.995356290040366,0.9964655576933575,0.962314218211112,0.9503067118661374,0.9559582913117622,0.9637772780794988,0.9528747353998016,0.9486233598454041
4,RF,0.9936476747439337,0.9889411228364987,0.9912554742876322,0.9625764584483952,0.9436480313045076,0.9523105534908507,0.9604311583490245,0.9780430830099993,0.9716957770438155
5,KNN,0.9628656896868293,0.9244850062861844,0.9412350263514812,0.9540861531146262,0.9062502450510245,0.9262368222790865,0.9386674395563923,0.9575692684773438,0.9587423292900055
6,LDA,0.9911734666417745,0.9850275288483411,0.9880371816959682,0.9716730841440725,0.9557452987776255,0.963235290779462,0.9708924023383805,0.9855159697289418,0.9748594654673673
7,mNB,0.9126609910853464,0.93854759266404,0.9240491567108123,0.9092880393381995,0.933153434489986,0.9197099947374264,0.9323893963679369,0.9803707989948741,0.9586004036418553
8,ABC,0.9697765577439856,0.9589544265550317,0.9641581553874906,0.962350808261252,0.9473038006159173,0.9543371138267913,0.9618713787004042,0.9826122251300142,0.9709207826797783
9,GBC,0.9755951322107078,0.9649824924038612,0.970094604202575,0.9661922793337222,0.952573679362601,0.9590124785397399,0.9666617388462675,0.9823292109424466,0.974110758729328
10,ETC,0.9975923036897522,0.995356290040366,0.9964655576933575,0.9645418566375045,0.9532202042614527,0.9585329665762274,0.9661497642426977,0.9777432226769854,0.9726791602227284
11,BC,0.9929240277653744,0.988518495711216,0.9906880201308942,0.9672536375546429,0.9556629514662592,0.9611336567700269,0.9669405497372695,0.9740422412931423,0.9701100150174478

Predicted Labels All Set
,Isolate,prediction by LogR,prediction by gNB,prediction by SVM,prediction by DT,prediction by RF,prediction by KNN,prediction by LDA,prediction by mNB,prediction by ABC,prediction by GBC,prediction by ETC,prediction by BC
164,SAMN02350409,1,0,1,1,1,1,1,1,1,1,1,1
165,SAMN02350427,1,1,1,1,1,1,1,1,1,1,1,1
166,SAMN02350432,1,0,1,1,1,1,1,1,1,1,1,1
167,SAMN02350438,1,0,1,1,1,1,1,1,1,1,1,1
168,SAMN02350444,0,0,0,0,0,0,0,0,0,0,0,0
169,SAMN02350452,0,0,0,0,0,0,0,1,0,0,0,0
170,SAMN02350459,0,0,0,0,0,0,0,1,0,0,0,0
171,SAMN02350460,1,0,1,1,1,1,1,1,1,1,1,1
172,SAMN02350468,0,0,0,0,0,0,0,1,0,0,0,0
173,SAMN02350471,1,0,1,1,1,1,1,1,1,1,1,1
174,SAMN02350474,1,1,1,1,1,1,1,1,1,1,1,1
175,SAMN02350482,1,0,1,1,1,0,1,1,1,1,1,1
176,SAMN02350488,1,0,1,1,1,1,1,1,1,1,1,1
177,SAMN02360564,0,0,0,0,0,0,0,0,0,0,0,0
178,SAMN02360566,1,1,1,1,1,1,1,1,1,1,1,1
179,SAMN02360580,0,1,0,0,0,0,0,1,0,0,0,0
180,SAMN02360594,1,1,1,1,1,1,1,1,1,1,1,1
181,SAMN02360599,0,0,0,0,0,0,0,1,0,0,0,0
182,SAMN02360601,1,0,1,1,1,1,1,1,1,1,1,1
183,SAMN02364086,0,0,0,0,0,0,0,0,0,0,0,0
184,SAMN02364090,0,0,0,0,0,0,0,0,0,0,0,0
185,SAMN02380982,0,0,1,0,0,0,0,0,1,1,0,1
186,SAMN02380986,0,0,0,0,0,0,0,0,0,0,0,0
187,SAMN02380992,0,0,0,0,0,0,0,0,0,0,0,0
188,SAMN02380997,1,0,1,1,1,1,1,1,1,1,1,1
189,SAMN02380998,1,0,1,1,1,1,1,1,1,1,1,1
190,SAMN02381015,0,0,0,0,0,0,0,0,0,0,0,0
191,SAMN02381020,0,0,0,0,0,0,0,0,0,0,0,0
192,SAMN02381024,0,0,0,0,0,0,0,0,0,0,0,0
193,SAMN02381045,0,0,0,0,0,0,0,0,0,0,0,0
194,SAMN02398693,1,0,1,1,1,1,1,1,1,1,1,1
195,SAMN02398701,1,0,1,1,1,1,1,1,1,1,1,1
196,SAMN02398704,1,0,1,1,1,1,1,1,1,1,1,1
197,SAMN02402667,0,0,0,0,0,0,0,0,0,0,0,0
198,SAMN02403442,1,0,1,1,1,1,1,1,1,1,1,1
199,SAMN02403460,1,0,1,1,1,1,1,1,1,1,1,1
200,SAMN02403465,1,0,1,1,1,1,1,1,1,1,1,1
201,SAMN02403476,1,0,1,1,1,1,1,1,1,1,1,1
202,SAMN02403482,1,0,1,1,1,1,1,1,1,1,1,1
203,SAMN02403486,1,0,1,1,1,1,1,1,1,1,1,1
204,SAMN02403505,1,1,1,0,1,1,1,1,1,1,0,0
205,SAMN02403512,1,0,1,1,1,1,1,1,1,1,1,1
206,SAMN02403524,1,0,1,1,1,1,1,1,1,1,1,1
207,SAMN02403526,1,0,1,1,1,1,1,1,1,1,1,1
208,SAMN02403528,1,0,1,1,1,1,1,1,1,1,1,1
209,SAMN02403542,1,0,1,1,1,1,1,1,1,1,1,1
210,SAMN02403549,1,1,1,1,1,1,1,1,1,1,1,1
211,SAMN02403551,1,0,1,1,1,1,1,1,1,1,1,1
212,SAMN02403559,1,0,1,1,1,1,1,1,1,1,1,1
213,SAMN02403578,1,1,1,1,1,1,1,1,1,1,1,1
214,SAMN02403589,0,0,1,1,0,0,1,0,0,1,0,1
215,SAMN02403607,1,0,1,1,1,0,1,1,1,1,1,1
216,SAMN02403613,1,0,1,1,1,1,1,1,1,1,1,1
217,SAMN02414856,1,0,1,1,1,0,1,0,0,1,1,1
218,SAMN02414863,1,0,1,1,1,0,1,1,1,1,1,1
219,SAMN02414864,1,0,1,1,1,1,1,1,1,1,1,1
220,SAMN02414877,1,1,1,1,1,0,1,1,1,1,1,1
221,SAMN02414885,1,0,1,1,1,1,1,1,1,1,1,1
222,SAMN02414886,1,0,1,1,1,1,1,1,1,1,1,1
223,SAMN02414899,1,0,1,1,1,1,1,1,1,1,1,1
224,SAMN02414903,0,0,0,0,0,0,0,0,0,0,0,0
225,SAMN02414917,1,0,1,1,1,1,1,1,1,1,1,1
226,SAMN02414920,1,0,1,1,1,1,1,1,1,1,1,1
227,SAMN02414924,1,0,1,1,1,1,1,1,1,1,1,1
228,SAMN02414965,1,0,1,1,1,1,1,1,1,1,1,1
229,SAMN02414970,1,1,1,1,1,1,1,1,1,1,1,1
230,SAMN02414971,1,0,1,1,1,1,1,1,1,1,1,1
231,SAMN02414972,1,0,1,1,1,1,1,1,1,1,1,1
232,SAMN02414973,1,0,1,1,1,1,1,1,1,1,1,1
233,SAMN02414975,1,1,1,1,1,1,1,1,1,1,1,1
234,SAMN02414977,1,0,1,1,1,1,1,1,1,1,1,1
235,SAMN02414978,1,0,1,1,1,1,1,1,1,1,1,1
236,SAMN02414987,1,0,1,1,1,1,1,1,1,1,1,1
237,SAMN02414988,0,0,0,0,0,0,0,0,0,0,0,0
238,SAMN02419539,0,0,0,0,0,0,0,0,0,0,0,0
239,SAMN02419551,1,0,1,1,1,1,1,1,1,1,1,1
240,SAMN02419556,1,0,1,1,1,1,1,1,1,1,1,1
241,SAMN02419578,1,0,1,1,1,1,1,1,1,1,1,1
242,SAMN02419594,0,0,0,0,0,0,0,0,0,0,0,0
243,SAMN02419598,0,0,0,0,0,0,0,0,0,0,0,0
244,SAMN02419609,1,0,1,1,1,1,1,1,1,1,1,1
245,SAMN02419622,1,0,1,1,1,1,1,1,1,1,1,1
246,SAMN02419629,1,0,1,1,1,1,1,1,1,1,1,1
247,SAMN02419630,0,0,0,0,0,0,0,1,0,0,0,0
248,SAMN02419639,1,0,1,1,1,1,1,1,1,1,1,1
249,SAMN02419642,0,0,0,0,0,0,0,0,0,0,0,0
250,SAMN02419646,0,0,0,0,0,0,0,1,0,0,0,0
251,SAMN02419659,1,0,1,1,1,1,1,1,1,1,1,1
252,SAMN02419661,1,0,1,1,1,1,1,1,1,1,1,1
253,SAMN02419666,0,0,0,0,0,0,0,0,0,0,0,0
254,SAMN02567672,0,0,0,1,0,0,0,0,0,0,1,1
255,SAMN02567685,1,0,1,1,1,1,1,1,1,1,1,1
256,SAMN02567701,1,0,1,1,1,1,1,1,1,1,1,1
257,SAMN02567704,1,0,1,1,1,1,1,1,1,1,1,1
258,SAMN02567706,1,0,1,1,1,0,1,1,1,1,1,1
259,SAMN02584586,0,0,0,0,0,0,0,0,0,0,0,0
260,SAMN02584591,1,0,1,1,1,1,1,1,1,1,1,1
261,SAMN02584647,1,0,1,1,1,1,1,1,1,1,1,1
262,SAMN02584658,1,0,1,1,1,1,1,1,1,1,1,1
263,SAMN02585887,0,0,0,0,0,0,0,0,0,0,0,0
264,SAMN02585892,0,0,0,0,0,0,0,0,0,0,0,0
265,SAMN02585895,0,0,0,0,0,0,0,1,0,0,0,0
266,SAMN02585907,0,1,0,0,0,0,0,1,0,0,0,0
267,SAMN02585923,0,0,0,0,0,0,0,0,0,0,0,0
268,SAMN02585930,0,0,0,1,1,0,0,0,1,0,1,1
269,SAMN02585937,0,0,0,0,0,0,0,0,0,0,0,0
270,SAMN02585947,0,0,0,0,0,0,0,1,0,0,0,0
271,SAMN02585950,0,0,0,0,0,0,0,0,0,0,0,0
272,SAMN02585979,1,0,1,1,1,0,1,1,0,1,1,0
273,SAMN02585983,1,0,1,1,1,1,1,1,1,1,1,1
274,SAMN02586019,1,0,1,1,1,1,1,1,1,1,1,1
275,SAMN02586032,0,0,0,0,0,0,0,0,0,0,0,0
276,SAMN02586050,1,0,1,1,1,1,1,1,1,1,1,1
277,SAMN02586055,1,0,1,1,1,1,1,1,1,1,1,1
278,SAMN02586061,1,0,1,1,1,1,0,1,1,1,1,1
279,SAMN02586069,1,1,1,1,1,1,1,1,1,1,1,1
280,SAMN02586083,1,0,1,1,1,1,1,1,1,1,1,1
281,SAMN02586092,0,0,0,0,0,0,0,0,0,0,0,0
282,SAMN02586099,1,0,1,1,1,0,1,1,1,1,1,1
283,SAMN02598965,0,0,0,0,0,0,0,0,0,0,0,0
284,SAMN02598989,0,0,0,0,0,0,0,0,0,0,0,0
285,SAMN02598995,0,0,0,0,0,0,0,0,0,0,0,0
286,SAMN02599006,0,0,0,0,0,0,0,0,0,0,0,0
287,SAMN02599052,0,0,0,0,0,0,0,0,0,0,0,0
288,SAMN02599057,0,0,0,0,0,0,0,0,0,0,0,0
289,SAMN02599063,0,1,0,1,0,0,1,0,1,0,0,1
290,SAMN02599069,0,0,0,0,0,0,0,0,0,0,0,0
291,SAMN02599070,0,0,0,0,0,0,0,0,0,0,0,0
292,SAMN02599102,0,0,0,0,0,0,0,1,0,0,0,0
293,SAMN02599103,0,1,0,0,0,0,0,1,1,0,0,1
294,SAMN02599114,0,1,0,0,0,0,0,0,0,0,0,0
295,SAMN02599121,0,0,0,0,0,0,0,0,0,0,0,0
296,SAMN02599129,0,0,0,0,0,0,0,0,0,0,0,0
297,SAMN02599137,0,0,0,0,0,0,0,0,0,0,0,0
298,SAMN02599146,0,0,0,0,0,0,0,0,0,0,0,0
299,SAMN02599149,0,0,0,0,0,0,0,0,0,0,0,0
300,SAMN02599150,0,1,0,0,0,0,0,1,0,0,0,0
301,SAMN02599182,0,0,0,0,0,0,0,0,0,0,0,0
302,SAMN02628481,1,0,1,1,1,0,1,1,1,1,1,1
303,SAMN02628487,1,0,1,1,1,1,1,1,1,1,1,1
304,SAMN02628489,1,0,1,1,1,1,1,1,1,1,1,1
305,SAMN02628503,1,0,1,1,1,1,1,1,1,1,1,1
306,SAMN03647114,0,0,0,0,0,0,0,0,0,0,0,0
307,SAMN03647131,0,0,0,0,0,0,0,0,0,0,0,0
308,SAMN03647132,0,0,0,0,0,0,0,0,0,0,0,0
309,SAMN03647139,0,0,0,0,0,0,0,0,0,0,0,0
310,SAMN03647148,0,0,0,0,0,0,0,0,0,0,0,0
311,SAMN03647185,0,0,0,0,0,0,0,0,0,0,0,0
312,SAMN03647195,0,0,0,0,0,0,0,0,0,0,0,0
313,SAMN03647206,0,0,0,0,0,0,0,0,0,0,0,0
314,SAMN03647217,0,0,0,0,0,0,0,0,0,0,0,0
315,SAMN03647231,0,0,0,0,0,0,0,0,0,0,0,0
316,SAMN03647256,0,0,0,0,0,0,0,0,0,0,0,0
317,SAMN03647266,0,0,0,0,0,0,0,0,0,0,0,0
318,SAMN03647275,0,0,0,0,0,0,0,0,0,0,0,0
319,SAMN03647285,0,0,0,0,0,0,0,0,0,0,0,0
320,SAMN03647304,0,0,0,0,0,0,0,1,0,0,0,0
321,SAMN03647317,0,0,0,0,0,0,0,0,0,0,0,0
322,SAMN03647329,0,0,0,0,0,0,0,0,0,0,0,0
323,SAMN03647332,0,0,0,0,0,0,0,0,0,0,0,0
324,SAMN03647342,0,0,0,0,0,0,0,0,0,0,0,0
325,SAMN03647354,0,0,0,0,0,0,0,0,0,0,0,0
326,SAMN03647358,0,0,0,0,0,0,0,0,0,0,0,0
327,SAMN03647366,0,0,0,0,0,0,0,0,0,0,0,0
328,SAMN03647367,0,0,0,0,0,0,0,0,0,0,0,0
329,SAMN03647370,0,0,0,0,0,0,0,0,0,0,0,0
330,SAMN03647392,0,0,0,0,0,0,0,0,0,0,0,0
331,SAMN03647403,0,0,0,0,0,0,0,0,0,0,0,0
332,SAMN03647418,0,0,0,0,0,0,0,1,1,0,1,0
333,SAMN03647435,0,0,0,0,0,0,0,0,0,0,0,0
334,SAMN03647438,0,0,0,0,0,0,0,0,0,0,0,0
335,SAMN03647453,0,0,0,0,0,0,0,0,0,0,0,0
336,SAMN03647456,0,0,0,0,0,0,0,0,0,0,0,0
337,SAMN03647467,0,0,1,0,0,0,1,0,0,0,0,1
338,SAMN03647472,0,0,0,0,0,0,0,0,0,0,0,0
339,SAMN03647475,0,0,0,0,0,0,0,0,0,0,0,0
340,SAMN03647514,0,0,0,0,0,0,0,0,0,0,0,0
341,SAMN03647535,0,0,0,0,0,0,0,0,0,0,0,0
342,SAMN03647546,0,0,0,0,0,0,0,1,0,0,0,0
343,SAMN03647579,0,0,0,0,0,0,0,0,0,0,0,0
344,SAMN03647584,0,0,0,0,0,0,0,0,0,0,0,0
345,SAMN03647599,0,0,0,0,0,0,0,0,0,0,0,0
346,SAMN03647601,0,0,0,0,0,0,0,0,0,0,0,0
347,SAMN03647623,0,0,0,0,0,0,0,0,0,0,0,0
348,SAMN03647625,0,0,0,0,0,0,0,0,0,0,0,0
349,SAMN03647627,0,0,0,0,0,0,0,0,0,0,0,0
350,SAMN03647631,0,0,0,0,0,0,0,0,0,0,0,0
351,SAMN03647671,0,0,0,0,0,0,0,0,0,0,0,0
352,SAMN03647672,0,0,0,0,0,0,0,0,0,0,0,0
353,SAMN03647685,0,0,0,0,0,0,0,0,0,0,0,0
354,SAMN03647687,0,0,0,0,0,0,0,0,0,0,0,0
355,SAMN03647689,0,0,0,0,0,0,0,0,0,0,0,0
356,SAMN03647693,0,0,0,0,0,0,0,0,0,0,0,0
357,SAMN03647724,0,0,0,0,0,0,0,0,0,0,0,0
358,SAMN03647732,0,0,0,0,0,0,0,0,0,0,0,0
359,SAMN03647735,0,0,0,0,0,0,0,0,0,0,0,0
360,SAMN03647747,0,0,0,0,0,0,0,0,0,0,0,0
361,SAMN03647771,0,0,0,0,0,0,0,0,0,0,0,0
362,SAMN03647773,0,0,0,0,0,0,0,0,0,0,0,0
363,SAMN03647779,0,0,0,0,0,0,0,0,0,0,0,0
364,SAMN03647791,0,0,0,0,0,0,0,0,0,0,0,0
365,SAMN03647794,0,0,0,0,0,0,0,0,0,0,0,0
366,SAMN03647817,0,0,0,0,0,0,0,0,0,0,0,0
367,SAMN03647824,0,0,0,0,0,0,0,0,0,0,0,0
368,SAMN03647827,0,0,0,0,0,0,0,0,0,0,0,0
369,SAMN03647842,0,0,0,0,0,0,0,0,0,0,0,0
370,SAMN03647844,0,0,0,0,0,0,0,0,0,0,0,0
371,SAMN03647847,0,0,0,0,0,0,0,0,0,0,0,0
372,SAMN03647858,0,0,0,0,0,0,0,0,0,0,0,0
373,SAMN03647870,0,0,0,0,0,0,0,0,0,0,0,0
374,SAMN03647889,0,0,0,0,0,0,0,0,0,0,0,0
375,SAMN03647898,0,0,0,0,0,0,0,0,0,0,0,0
376,SAMN03647909,0,0,0,0,0,0,0,0,0,0,0,0
377,SAMN03647912,0,0,0,0,0,0,0,0,0,0,0,0
378,SAMN03647919,0,0,0,0,0,0,0,0,0,0,0,0
379,SAMN03647925,0,0,0,0,0,0,0,0,0,0,0,0
380,SAMN03647932,0,0,0,0,0,0,0,0,0,0,0,0
381,SAMN03647954,0,0,0,0,0,0,0,0,0,0,0,0
382,SAMN03647972,0,0,0,0,0,0,0,0,0,0,0,0
383,SAMN03647981,0,0,0,0,0,0,0,0,0,0,0,0
384,SAMN03647996,0,0,0,0,0,0,0,0,0,0,0,0
385,SAMN03647997,0,0,0,0,0,0,0,0,0,0,0,0
386,SAMN03647998,0,0,0,0,0,0,0,0,0,0,0,0
387,SAMN03648008,0,0,0,0,0,0,0,0,0,0,0,0
388,SAMN03648009,1,0,1,1,1,1,1,1,1,1,1,1
389,SAMN03648016,0,0,0,0,0,0,0,0,0,0,0,0
390,SAMN03648021,1,0,1,1,1,1,1,1,1,1,1,1
391,SAMN03648025,0,0,0,0,0,0,0,0,0,0,0,0
392,SAMN03648032,0,0,0,0,0,0,0,0,0,0,0,0
393,SAMN03648035,0,0,0,0,0,0,0,0,0,0,0,0
394,SAMN03648055,0,0,0,0,0,0,0,0,0,0,0,0
395,SAMN03648065,0,0,0,0,0,0,0,0,0,0,0,0
396,SAMN03648068,1,0,1,1,0,0,1,1,0,1,1,1
397,SAMN03648082,1,0,1,1,1,1,1,1,1,1,1,1
398,SAMN03648193,0,0,0,0,0,0,0,0,0,0,0,0
399,SAMN03648196,0,0,0,0,0,0,0,0,0,0,0,0
400,SAMN03648207,0,0,0,0,0,0,0,0,0,0,0,0
401,SAMN03648212,0,0,0,0,0,0,0,0,0,0,0,0
402,SAMN03648216,0,0,0,0,0,0,0,0,0,0,0,0
403,SAMN03648220,0,0,0,0,0,0,0,0,0,0,0,0
404,SAMN03648228,0,0,0,0,0,0,0,0,0,0,0,0
405,SAMN03648241,0,0,0,0,0,0,0,0,0,0,0,0
406,SAMN03648252,0,0,0,0,0,0,0,0,0,0,0,0
407,SAMN03648257,0,0,0,0,0,0,0,0,0,0,0,0
408,SAMN03648258,0,0,0,0,0,0,0,0,0,0,0,0
409,SAMN03648263,0,0,0,0,0,0,0,0,0,0,0,0
410,SAMN03648273,0,0,0,0,0,0,0,0,0,0,0,0
411,SAMN03648275,0,0,0,0,0,0,0,0,0,0,0,0
412,SAMN03648278,0,0,0,0,0,0,0,0,0,0,0,0
413,SAMN03648280,0,0,0,0,0,0,0,0,0,0,0,0
414,SAMN03648291,0,0,0,0,0,0,0,0,0,0,0,0
415,SAMN03648293,0,0,0,0,0,0,0,0,0,0,0,0
416,SAMN03648321,0,0,0,0,0,0,0,0,0,0,0,0
417,SAMN03648349,0,0,0,0,0,0,0,0,0,0,0,0
418,SAMN03648352,0,0,0,0,0,0,0,0,0,0,0,0
419,SAMN03648370,0,0,0,0,0,0,0,0,0,0,0,0
420,SAMN03648374,0,0,0,0,0,0,0,0,0,0,0,0
421,SAMN03648381,0,0,0,0,0,0,0,0,0,0,0,0
422,SAMN03648390,0,0,0,0,0,0,0,0,0,0,0,0
423,SAMN03648392,0,0,0,0,0,0,0,0,0,0,0,0
424,SAMN03648397,0,0,0,0,0,0,0,0,0,0,0,0
425,SAMN03648428,0,0,0,0,0,0,0,0,0,0,0,0
426,SAMN03648439,0,0,0,0,0,0,0,0,0,0,0,0
427,SAMN03648463,0,0,0,0,0,0,0,0,0,0,0,0
428,SAMN03648480,0,0,0,0,0,0,0,1,0,0,0,0
429,SAMN03648489,0,0,0,0,0,0,0,0,0,0,0,0
430,SAMN03648544,0,0,0,0,0,0,0,0,0,0,0,0
431,SAMN03648552,0,0,0,0,0,0,0,0,0,0,0,0
432,SAMN03648562,0,0,0,0,0,0,0,0,0,0,0,0
433,SAMN03648581,0,0,0,0,0,0,0,0,0,0,0,0
434,SAMN03648591,1,1,1,1,1,1,1,1,1,1,1,1
435,SAMN03648592,0,0,0,0,0,0,0,0,0,0,0,0
436,SAMN03648596,0,0,0,0,0,0,0,0,0,0,0,0
437,SAMN03648636,0,0,0,0,0,0,0,0,0,0,0,0
438,SAMN03648652,0,0,0,0,0,0,0,1,0,0,0,0
439,SAMN03648661,0,0,0,0,0,0,0,0,0,0,0,0
440,SAMN03648662,0,0,0,0,0,0,0,1,0,0,0,0
441,SAMN03648675,0,0,0,0,0,0,0,1,0,0,0,0
442,SAMN03648685,0,0,0,0,0,0,0,0,0,0,0,0
443,SAMN03648734,0,0,0,0,0,0,0,0,0,0,0,0
444,SAMN03648742,0,0,1,0,0,0,1,1,0,1,0,0
445,SAMN03648747,0,0,0,0,0,0,0,0,0,0,0,0
446,SAMN03648750,0,0,0,0,0,0,0,0,0,0,0,0
447,SAMN03648751,0,0,0,0,0,0,0,0,0,0,0,0
448,SAMN03648754,0,0,0,0,0,0,0,0,0,0,0,0
449,SAMN03648756,0,0,0,0,0,0,0,0,0,0,0,0
450,SAMN03648760,0,0,0,0,0,0,0,0,0,0,0,0
451,SAMN03648766,0,1,1,1,0,0,1,1,0,0,1,0
452,SAMN03648774,0,0,0,0,0,0,0,0,0,0,0,0
453,SAMN03648784,0,0,0,0,0,0,0,0,0,0,0,0
454,SAMN03648831,0,0,0,0,0,0,0,0,0,0,0,0
455,SAMN03648838,0,0,0,0,0,0,0,0,0,0,0,0
456,SAMN03648848,0,0,0,0,0,0,0,1,0,0,0,0
457,SAMN03648860,0,0,0,0,0,0,0,0,0,0,0,0
458,SAMN03648888,0,0,1,1,1,0,1,0,0,1,1,1
459,SAMN03648891,0,0,0,0,0,0,0,0,0,0,0,0
460,SAMN03648896,0,0,0,0,0,0,0,0,0,0,0,0
461,SAMN03648903,0,0,0,0,0,0,0,0,0,0,0,0
462,SAMN03648914,0,0,0,0,0,0,0,0,0,0,0,0
463,SAMN03648918,0,0,0,0,0,0,0,0,0,0,0,0
464,SAMN03648934,0,0,0,0,0,0,0,0,0,0,0,0
465,SAMN03648963,0,0,0,0,0,0,0,1,0,0,0,0
466,SAMN03648971,0,0,0,0,0,0,0,0,0,0,0,0
467,SAMN03648975,0,0,0,0,0,0,0,0,0,0,0,0
468,SAMN03648976,0,0,0,0,0,0,0,0,0,0,0,0
469,SAMN03648980,0,0,0,0,0,0,0,1,0,0,0,0
470,SAMN03648987,0,0,0,0,0,0,0,0,0,0,0,0
471,SAMN03649003,0,0,0,0,0,0,0,0,0,0,0,0
472,SAMN03649011,0,0,0,0,0,0,0,0,0,0,0,0
473,SAMN03649025,0,0,0,0,0,0,0,0,0,0,0,0
474,SAMN03649026,0,0,0,0,0,0,0,0,0,0,0,0
475,SAMN03649028,0,0,0,0,0,0,0,0,0,0,0,0
476,SAMN03649043,0,0,0,0,0,0,0,0,0,0,0,0
477,SAMN03649072,0,0,0,0,0,0,0,0,0,0,0,0

MTB rifampicin Random set Results
,classifier,tr_precision_avg,tr_recall_avg,tr_f1_avg,te_precision_avg,te_recall_avg,te_f1_avg,Tf_CV_Avg,Loo_CV_Avg,au_ROC_avg,au_PR_avg
0,LogR,0.8300211454426261,0.56216560499397,0.5986918724651017,0.8106224844645327,0.6090009976715829,0.5955956556090285,0.7650288796211283,0.7528650842298831,0.6550348353192914,0.658972400736453
1,gNB,0.8409745606091116,0.5656691065311085,0.5691087126798728,0.803621057563886,0.5845802015933063,0.5637658154588308,0.7594629713200853,0.753769736424933,0.6539730957304961,0.6471206110290181
2,SVM,0.8312882239063691,0.5657021439769975,0.6036666037452459,0.8231497366309067,0.6129761829700415,0.6016240988502892,0.7670424259400466,0.7638350489315379,0.6301206309051068,0.6321232801088578
3,DT,0.8318610146004936,0.5650223211942099,0.603502226718204,0.8055795896081218,0.6101109965155274,0.5970845526250981,0.7658377164998988,0.762778212255078,0.6551401946430349,0.658033668487859
4,RF,0.8294033594890532,0.5657014775740994,0.605193042803267,0.8032666822349466,0.6126459713125221,0.5993677815149305,0.765903074959929,0.7606180380883937,0.6553068205167385,0.6577074977675897
5,KNN,0.802989400754673,0.5629762198867483,0.5717120533846605,0.7807253254881401,0.5986077767613784,0.5686997181779614,0.7264612284278178,0.746714294772886,0.6183441441458304,0.654585391076223
6,LDA,0.8291724469086692,0.5656203223473638,0.6051145711643954,0.8035406498006104,0.6124193315755164,0.599196789240945,0.7657030443555708,0.762334340850965,0.6550055305067198,0.6565812242394571
7,mNB,0.779852414751111,0.5666234197132788,0.5517318601387415,0.7589003694061254,0.5758526469216068,0.5495879744928004,0.7524126868032971,0.751199509627782,0.61711351816343,0.6275230132601091
8,ABC,0.8328808446005708,0.5647289532478915,0.6012755836296366,0.8091802362194324,0.6079717075840966,0.5954504236449407,0.7656006883387022,0.7625795269599036,0.6551444905225046,0.6581327454263061
9,GBC,0.8317770224483034,0.5651195174432712,0.603535606691312,0.805568054492249,0.6102814672812904,0.597310606266465,0.765879628909188,0.7627655302149604,0.6552004888148413,0.6573837209170547
10,ETC,0.8318610146004936,0.5650223211942099,0.603502226718204,0.8052742567555681,0.6102000009875653,0.5972106270673248,0.7658794992297038,0.762748620828137,0.6552793060066768,0.6579890416818606
11,BC,0.8311369660499848,0.5653616784418065,0.6035029956324678,0.804608907937741,0.6104067186042336,0.5973948001554229,0.7658656494607927,0.7619876984210858,0.6551746258219739,0.6576147262795675
